2,4,1.5,2,0,0
2,2,10.8,2,0,0
2,4,7.2,2,0,0
2,4,4.5,2,0,0
2,4,2.4,2,0,0
2,2,10.8,2,0,0
2,3,3.2,2,0,0
2,4,8.3,2,0,0
2,3,5.6,2,0,0
2,4,1.1,2,0,0
2,3,6.3,2,0,0
2,2,7,2,0,0
2,3,7.5,2,0,0
2,3,7.2,2,0,0
2,2,9.8,2,0,0
2,4,1.5,2,0,0
2,3,8,2,0,0
2,2,5.4,2,0,0
2,4,10.8,2,0,0
2,4,2.1,2,0,0
2,4,6.4,2,0,0
2,4,2.9,2,0,0
2,4,9.1,2,0,0
2,3,1.9,2,0,0
2,4,8,2,0,0
2,3,6.6,2,0,0
2,2,10.5,2,0,0
2,3,0.6,2,0,0
2,4,3.6,2,0,0
2,2,3.1,2,0,0
2,3,1.4,2,0,0
2,2,7.6,2,0,0
2,3,9.6,2,0,0
2,2,11.7,2,0,0
2,3,2.1,2,0,0
2,3,11.8,2,0,0
2,4,1.6,2,0,0
2,4,5.1,2,0,0
2,4,3.8,2,0,0
2,4,5.9,2,0,0
2,4,10,2,0,0
2,4,6.4,2,0,0
2,2,5.3,2,0,0
2,3,10,2,0,0
2,3,8.8,2,0,0
2,4,0.6,2,0,0
2,3,2.3,2,0,0
2,2,6.5,2,0,0
2,2,1,2,0,0
2,4,2.9,2,0,0
2,3,6.2,2,0,0
2,3,3.8,2,0,0
2,4,9.5,2,0,0
2,4,1.9,2,0,0
2,4,2.3,2,0,0
2,3,3,2,0,0
2,4,4.8,2,0,0
2,4,10.7,2,0,0
2,3,4.9,2,0,0
2,3,6.4,2,0,0
2,4,7.8,2,0,0
2,4,1.6,2,0,0
3,5,26,4,0,51
3,6,26,4,0,62
3,6,11,0,0,81
3,5,39,4,0,73
3,6,37,4,0,0
3,6,41,0,0,92
3,5,9,4,0,87
3,5,9,4,0,56
3,6,27,0,0,95
3,6,11,0,0,83
3,6,26,0,0,96
3,6,12,4,0,50
3,6,22,4,0,59
3,6,22,0,0,59
3,6,46,0,0,76
3,5,32,4,0,84
3,6,24,4,0,57
3,6,38,4,0,0
3,5,19,4,0,69
3,5,46,0,0,77
3,5,21,0,0,90
3,5,12,0,0,80
3,6,35,0,0,61
3,6,45,4,0,94
3,6,40,0,0,54
3,5,9,4,0,52
3,5,28,4,0,53
3,6,15,0,0,0
3,6,22,4,0,78
3,6,44,4,0,92
3,5,26,0,0,94
3,6,43,4,0,67
3,5,22,4,0,0
3,5,31,4,0,86
3,6,33,0,0,74
3,5,11,0,0,69
3,6,24,0,0,99
3,5,37,0,0,54
3,5,14,4,0,0
3,5,46,0,0,93
3,5,42,0,0,91
3,5,34,0,0,92
3,5,9,0,0,99
3,6,16,0,0,85
3,5,7,0,0,74
3,5,6,0,0,95
3,6,42,4,0,0
3,6,26,0,0,85
3,5,39,0,0,83
3,6,13,4,0,53
3,5,24,0,0,61
3,5,11,0,0,67
3,5,20,4,0,0
3,5,10,4,0,60
3,5,7,0,0,80
3,5,12,0,0,94
3,5,13,4,0,100
3,5,30,0,0,59
3,6,21,4,0,0
3,5,29,0,0,54
3,5,26,0,0,94
3,6,42,0,0,64
3,6,23,0,0,57
3,6,43,4,0,97
3,5,25,4,0,92
3,6,8,4,0,100
3,6,48,0,0,90
3,6,44,0,0,0
3,6,39,4,0,59
3,5,13,0,0,86
3,5,41,0,0,64
3,6,33,0,0,79
3,5,42,0,0,84
3,5,44,4,0,68
3,6,43,0,0,0
3,5,44,4,0,71
3,5,45,0,0,74
3,6,37,4,0,59
3,5,21,4,0,70
3,5,35,0,0,59
3,6,44,4,0,84
3,5,39,0,0,0
3,6,40,4,0,64
3,6,16,0,0,94
3,5,43,4,0,67
3,5,42,4,0,68
3,6,22,4,0,0
3,6,8,4,0,54
3,6,24,0,0,84
3,6,38,4,0,78
3,6,31,0,0,85
3,6,44,0,0,78
3,6,31,4,0,0
3,6,6,0,0,78
3,5,38,0,0,95
3,6,8,4,0,83
3,5,8,4,0,71
3,5,38,4,0,0
3,5,46,4,0,58
3,5,42,4,0,90
4,0,27.8,4,1,40
4,6,18.1,4,0,36
4,6,32.1,4,1,39
4,0,13.6,4,1,33
4,6,18.3,4,1,40
4,7,12.9,3,1,35
4,0,19.7,3,1,40
4,7,19.7,4,1,38
4,7,16.5,3,1,36
4,6,17.7,3,1,31
4,0,14.3,4,1,40
4,0,17.9,3,1,34
4,0,16,3,0,32
4,6,27.3,4,1,36
4,6,25.1,4,0,39
4,0,12.6,4,1,36
4,6,18.1,4,0,37
4,0,34.1,3,1,30
4,6,13.8,4,1,31
4,6,22.7,4,1,30
4,6,12,4,1,38
4,6,15.2,4,1,31
4,7,21.4,3,1,33
4,6,16.8,3,1,31
4,7,30,3,1,34
4,6,30.5,4,1,35
4,7,21.3,4,1,33
4,6,24.3,4,1,30
4,6,28.6,4,0,37
4,6,25.5,3,1,37
4,7,14.4,3,1,37
4,0,16.2,4,0,32
4,0,20.1,4,1,33
4,7,22.4,4,0,33
4,6,26.2,3,0,39
4,0,23.6,3,1,35
4,6,15.7,3,0,33
4,0,21.8,4,1,36
4,0,35.3,3,1,32
4,6,24.5,4,0,39
4,7,32.7,4,1,33
4,0,18.1,3,1,39
4,7,12.7,4,1,33
4,6,12.4,4,1,38
4,6,12.7,3,0,35
4,7,14.7,4,1,30
4,0,32.5,4,1,39
4,0,34.1,4,0,32
4,6,24,4,0,32
4,0,35.8,4,0,30
4,0,19.7,4,0,34
4,6,17.1,3,1,30
4,0,30.5,4,1,31
4,0,27,4,1,33
4,0,19.4,4,1,36
4,0,19.6,4,0,35
4,6,15.5,4,0,34
4,6,27.3,4,1,40
4,6,35.5,3,0,38
4,7,22.2,3,0,34
4,6,14.8,3,1,30
4,7,22.1,4,1,32
4,6,22.3,4,0,32
4,7,35.8,4,0,36
4,0,24.3,4,0,32
4,6,20.6,4,1,37
4,6,15,4,0,36
4,0,24,4,1,30
4,7,24.9,4,1,37
4,0,19.2,4,1,32
4,7,29.4,4,0,38
4,7,28.7,3,1,32
4,7,17.2,4,0,34
4,6,26.9,4,1,31
4,0,24.2,4,1,38
4,0,31.3,4,0,31
4,6,31.6,3,1,33
4,7,20.8,3,1,40
4,0,21.7,4,0,39
4,6,23.7,4,1,31
4,6,28.3,4,1,36
4,0,13.6,3,1,34
4,6,35.7,3,1,33
4,0,32.2,3,1,37
4,7,22.3,4,0,34
4,0,32.9,4,0,33
4,0,16.1,4,0,39
4,7,20.8,4,1,32
4,6,22.3,3,0,34
4,7,24.1,4,0,31
4,7,17.5,4,0,40
4,0,27.7,3,0,37
4,7,34.6,4,0,32
4,0,20.7,4,1,35
4,7,24.4,3,1,39
4,6,18.2,4,0,32
4,7,34.4,3,1,33
4,7,18.3,4,1,38
4,6,25.7,4,0,30
